date,USO_unscaled,USO_monthly,isPartial,scale,USO
2019-08-30,81,18.0,,0.18,14.58
2019-08-31,70,18.0,,0.18,12.6
2019-09-01,51,18.0,False,0.18,9.18
2019-09-02,54,18.0,,0.18,9.719999999999999
2019-09-03,54,18.0,,0.18,9.719999999999999
2019-09-04,67,18.0,,0.18,12.059999999999999
2019-09-05,50,18.0,,0.18,9.0
2019-09-06,52,18.0,,0.18,9.36
2019-09-07,48,18.0,,0.18,8.64
2019-09-08,55,18.0,,0.18,9.9
2019-09-09,59,18.0,,0.18,10.62
2019-09-10,59,18.0,,0.18,10.62
2019-09-11,58,18.0,,0.18,10.44
2019-09-12,58,18.0,,0.18,10.44
2019-09-13,60,18.0,,0.18,10.799999999999999
2019-09-14,59,18.0,,0.18,10.62
2019-09-15,58,18.0,,0.18,10.44
2019-09-16,100,18.0,,0.18,18.0
2019-09-17,81,18.0,,0.18,14.58
2019-09-18,72,18.0,,0.18,12.959999999999999
2019-09-19,62,18.0,,0.18,11.16
2019-09-20,66,18.0,,0.18,11.879999999999999
2019-09-21,51,18.0,,0.18,9.18
2019-09-22,56,18.0,,0.18,10.08
2019-09-23,63,18.0,,0.18,11.34
2019-09-24,61,18.0,,0.18,10.98
2019-09-25,58,18.0,,0.18,10.44
2019-09-26,59,18.0,,0.18,10.62
2019-09-27,60,18.0,,0.18,10.799999999999999
2019-09-28,51,18.0,,0.18,9.18
2019-09-29,50,18.0,,0.18,9.0
2019-09-30,51,18.0,,0.18,9.18
2019-10-01,88,18.0,False,0.18,15.84
2019-10-02,84,18.0,,0.18,15.12
2019-10-03,83,18.0,,0.18,14.94
2019-10-04,84,18.0,,0.18,15.12
2019-10-05,86,18.0,,0.18,15.479999999999999
2019-10-06,74,18.0,,0.18,13.32
2019-10-07,69,18.0,,0.18,12.42
2019-10-08,85,18.0,,0.18,15.299999999999999
2019-10-09,96,18.0,,0.18,17.28
2019-10-10,93,18.0,,0.18,16.74
2019-10-11,84,18.0,,0.18,15.12
2019-10-12,76,18.0,,0.18,13.68
2019-10-13,62,18.0,,0.18,11.16
2019-10-14,66,18.0,,0.18,11.879999999999999
2019-10-15,86,18.0,,0.18,15.479999999999999
2019-10-16,79,18.0,,0.18,14.219999999999999
2019-10-17,77,18.0,,0.18,13.86
2019-10-18,68,18.0,,0.18,12.24
2019-10-19,88,18.0,,0.18,15.84
2019-10-20,67,18.0,,0.18,12.059999999999999
2019-10-21,62,18.0,,0.18,11.16
2019-10-22,73,18.0,,0.18,13.139999999999999
2019-10-23,96,18.0,,0.18,17.28
2019-10-24,85,18.0,,0.18,15.299999999999999
2019-10-25,95,18.0,,0.18,17.099999999999998
2019-10-26,77,18.0,,0.18,13.86
2019-10-27,88,18.0,,0.18,15.84
2019-10-28,100,18.0,,0.18,18.0
2019-10-29,85,18.0,,0.18,15.299999999999999
2019-10-30,74,18.0,,0.18,13.32
2019-10-31,63,18.0,,0.18,11.34
2019-11-01,60,17.0,False,0.17,10.200000000000001
2019-11-02,56,17.0,,0.17,9.520000000000001
2019-11-03,75,17.0,,0.17,12.750000000000002
2019-11-04,67,17.0,,0.17,11.39
2019-11-05,88,17.0,,0.17,14.96
2019-11-06,81,17.0,,0.17,13.770000000000001
2019-11-07,85,17.0,,0.17,14.450000000000001
2019-11-08,97,17.0,,0.17,16.490000000000002
2019-11-09,75,17.0,,0.17,12.750000000000002
2019-11-10,100,17.0,,0.17,17.0
2019-11-11,92,17.0,,0.17,15.64
2019-11-12,83,17.0,,0.17,14.110000000000001
2019-11-13,69,17.0,,0.17,11.73
2019-11-14,83,17.0,,0.17,14.110000000000001
2019-11-15,76,17.0,,0.17,12.920000000000002
2019-11-16,63,17.0,,0.17,10.71
2019-11-17,66,17.0,,0.17,11.22
2019-11-18,81,17.0,,0.17,13.770000000000001
2019-11-19,81,17.0,,0.17,13.770000000000001
2019-11-20,79,17.0,,0.17,13.430000000000001
2019-11-21,79,17.0,,0.17,13.430000000000001
2019-11-22,74,17.0,,0.17,12.58
2019-11-23,54,17.0,,0.17,9.180000000000001
2019-11-24,67,17.0,,0.17,11.39
2019-11-25,64,17.0,,0.17,10.88
2019-11-26,75,17.0,,0.17,12.750000000000002
2019-11-27,68,17.0,,0.17,11.56
2019-11-28,79,17.0,,0.17,13.430000000000001
2019-11-29,84,17.0,,0.17,14.280000000000001
2019-11-30,63,17.0,,0.17,10.71
2019-12-01,68,18.0,False,0.18,12.24
2019-12-02,65,18.0,,0.18,11.7
2019-12-03,74,18.0,,0.18,13.32
2019-12-04,99,18.0,,0.18,17.82
2019-12-05,66,18.0,,0.18,11.879999999999999
2019-12-06,73,18.0,,0.18,13.139999999999999
2019-12-07,90,18.0,,0.18,16.2
2019-12-08,77,18.0,,0.18,13.86
2019-12-09,72,18.0,,0.18,12.959999999999999
2019-12-10,65,18.0,,0.18,11.7
2019-12-11,82,18.0,,0.18,14.76
2019-12-12,61,18.0,,0.18,10.98
2019-12-13,68,18.0,,0.18,12.24
2019-12-14,74,18.0,,0.18,13.32
2019-12-15,80,18.0,,0.18,14.399999999999999
2019-12-16,89,18.0,,0.18,16.02
2019-12-17,63,18.0,,0.18,11.34
2019-12-18,79,18.0,,0.18,14.219999999999999
2019-12-19,86,18.0,,0.18,15.479999999999999
2019-12-20,87,18.0,,0.18,15.66
2019-12-21,100,18.0,,0.18,18.0
2019-12-22,67,18.0,,0.18,12.059999999999999
2019-12-23,78,18.0,,0.18,14.04
2019-12-24,61,18.0,,0.18,10.98
2019-12-25,72,18.0,,0.18,12.959999999999999
2019-12-26,70,18.0,,0.18,12.6
2019-12-27,84,18.0,,0.18,15.12
2019-12-28,72,18.0,,0.18,12.959999999999999
2019-12-29,64,18.0,,0.18,11.52
2019-12-30,68,18.0,,0.18,12.24
2019-12-31,60,18.0,,0.18,10.799999999999999
2020-01-01,72,18.0,False,0.18,12.959999999999999
2020-01-02,89,18.0,,0.18,16.02
2020-01-03,99,18.0,,0.18,17.82
2020-01-04,98,18.0,,0.18,17.64
2020-01-05,93,18.0,,0.18,16.74
2020-01-06,88,18.0,,0.18,15.84
2020-01-07,79,18.0,,0.18,14.219999999999999
2020-01-08,91,18.0,,0.18,16.38
2020-01-09,83,18.0,,0.18,14.94
2020-01-10,63,18.0,,0.18,11.34
2020-01-11,100,18.0,,0.18,18.0
2020-01-12,73,18.0,,0.18,13.139999999999999
2020-01-13,74,18.0,,0.18,13.32
2020-01-14,79,18.0,,0.18,14.219999999999999
2020-01-15,89,18.0,,0.18,16.02
2020-01-16,81,18.0,,0.18,14.58
2020-01-17,78,18.0,,0.18,14.04
2020-01-18,99,18.0,,0.18,17.82
2020-01-19,80,18.0,,0.18,14.399999999999999
2020-01-20,80,18.0,,0.18,14.399999999999999
2020-01-21,78,18.0,,0.18,14.04
2020-01-22,82,18.0,,0.18,14.76
2020-01-23,83,18.0,,0.18,14.94
2020-01-24,77,18.0,,0.18,13.86
2020-01-25,89,18.0,,0.18,16.02
2020-01-26,64,18.0,,0.18,11.52
2020-01-27,87,18.0,,0.18,15.66
2020-01-28,83,18.0,,0.18,14.94
2020-01-29,80,18.0,,0.18,14.399999999999999
2020-01-30,77,18.0,,0.18,13.86
2020-01-31,84,18.0,,0.18,15.12
2020-02-01,90,18.0,False,0.18,16.2
2020-02-02,73,18.0,,0.18,13.139999999999999
2020-02-03,84,18.0,,0.18,15.12
2020-02-04,100,18.0,,0.18,18.0
2020-02-05,87,18.0,,0.18,15.66
2020-02-06,79,18.0,,0.18,14.219999999999999
2020-02-07,77,18.0,,0.18,13.86
2020-02-08,82,18.0,,0.18,14.76
2020-02-09,64,18.0,,0.18,11.52
2020-02-10,74,18.0,,0.18,13.32
2020-02-11,71,18.0,,0.18,12.78
2020-02-12,72,18.0,,0.18,12.959999999999999
2020-02-13,98,18.0,,0.18,17.64
2020-02-14,79,18.0,,0.18,14.219999999999999
2020-02-15,69,18.0,,0.18,12.42
2020-02-16,66,18.0,,0.18,11.879999999999999
2020-02-17,77,18.0,,0.18,13.86
2020-02-18,71,18.0,,0.18,12.78
2020-02-19,76,18.0,,0.18,13.68
2020-02-20,79,18.0,,0.18,14.219999999999999
2020-02-21,81,18.0,,0.18,14.58
2020-02-22,92,18.0,,0.18,16.56
2020-02-23,75,18.0,,0.18,13.5
2020-02-24,72,18.0,,0.18,12.959999999999999
2020-02-25,91,18.0,,0.18,16.38
2020-02-26,89,18.0,,0.18,16.02
2020-02-27,82,18.0,,0.18,14.76
2020-02-28,86,18.0,,0.18,15.479999999999999
2020-02-29,74,18.0,,0.18,13.32
2020-03-01,38,29.0,False,0.29,11.02
2020-03-02,48,29.0,,0.29,13.919999999999998
2020-03-03,43,29.0,,0.29,12.469999999999999
2020-03-04,40,29.0,,0.29,11.6
2020-03-05,42,29.0,,0.29,12.18
2020-03-06,39,29.0,,0.29,11.309999999999999
2020-03-07,44,29.0,,0.29,12.76
2020-03-08,42,29.0,,0.29,12.18
2020-03-09,100,29.0,,0.29,28.999999999999996
2020-03-10,69,29.0,,0.29,20.009999999999998
2020-03-11,71,29.0,,0.29,20.59
2020-03-12,70,29.0,,0.29,20.299999999999997
2020-03-13,62,29.0,,0.29,17.98
2020-03-14,48,29.0,,0.29,13.919999999999998
2020-03-15,46,29.0,,0.29,13.34
2020-03-16,65,29.0,,0.29,18.849999999999998
2020-03-17,53,29.0,,0.29,15.37
2020-03-18,77,29.0,,0.29,22.33
2020-03-19,84,29.0,,0.29,24.36
2020-03-20,81,29.0,,0.29,23.49
2020-03-21,51,29.0,,0.29,14.79
2020-03-22,36,29.0,,0.29,10.44
2020-03-23,68,29.0,,0.29,19.72
2020-03-24,73,29.0,,0.29,21.169999999999998
2020-03-25,72,29.0,,0.29,20.88
2020-03-26,69,29.0,,0.29,20.009999999999998
2020-03-27,71,29.0,,0.29,20.59
2020-03-28,43,29.0,,0.29,12.469999999999999
2020-03-29,41,29.0,,0.29,11.889999999999999
2020-03-30,79,29.0,,0.29,22.91
2020-03-31,81,29.0,,0.29,23.49
2020-04-01,11,100.0,False,1.0,11.0
2020-04-02,15,100.0,,1.0,15.0
2020-04-03,16,100.0,,1.0,16.0
2020-04-04,8,100.0,,1.0,8.0
2020-04-05,8,100.0,,1.0,8.0
2020-04-06,14,100.0,,1.0,14.0
2020-04-07,13,100.0,,1.0,13.0
2020-04-08,15,100.0,,1.0,15.0
2020-04-09,17,100.0,,1.0,17.0
2020-04-10,7,100.0,,1.0,7.0
2020-04-11,6,100.0,,1.0,6.0
2020-04-12,7,100.0,,1.0,7.0
2020-04-13,15,100.0,,1.0,15.0
2020-04-14,14,100.0,,1.0,14.0
2020-04-15,14,100.0,,1.0,14.0
2020-04-16,14,100.0,,1.0,14.0
2020-04-17,15,100.0,,1.0,15.0
2020-04-18,8,100.0,,1.0,8.0
2020-04-19,8,100.0,,1.0,8.0
2020-04-20,66,100.0,,1.0,66.0
2020-04-21,100,100.0,,1.0,100.0
2020-04-22,71,100.0,,1.0,71.0
2020-04-23,47,100.0,,1.0,47.0
2020-04-24,34,100.0,,1.0,34.0
2020-04-25,13,100.0,,1.0,13.0
2020-04-26,10,100.0,,1.0,10.0
2020-04-27,33,100.0,,1.0,33.0
2020-04-28,35,100.0,,1.0,35.0
2020-04-29,62,100.0,,1.0,62.0
2020-04-30,29,100.0,,1.0,29.0
2020-05-01,97,47.0,False,0.47,45.589999999999996
2020-05-02,48,47.0,,0.47,22.56
2020-05-03,35,47.0,,0.47,16.45
2020-05-04,70,47.0,,0.47,32.9
2020-05-05,100,47.0,,0.47,47.0
2020-05-06,84,47.0,,0.47,39.48
2020-05-07,80,47.0,,0.47,37.599999999999994
2020-05-08,60,47.0,,0.47,28.2
2020-05-09,35,47.0,,0.47,16.45
2020-05-10,32,47.0,,0.47,15.04
2020-05-11,55,47.0,,0.47,25.849999999999998
2020-05-12,59,47.0,,0.47,27.729999999999997
2020-05-13,49,47.0,,0.47,23.029999999999998
2020-05-14,51,47.0,,0.47,23.97
2020-05-15,53,47.0,,0.47,24.91
2020-05-16,32,47.0,,0.47,15.04
2020-05-17,30,47.0,,0.47,14.1
2020-05-18,71,47.0,,0.47,33.37
2020-05-19,63,47.0,,0.47,29.61
2020-05-20,54,47.0,,0.47,25.38
2020-05-21,63,47.0,,0.47,29.61
2020-05-22,63,47.0,,0.47,29.61
2020-05-23,37,47.0,,0.47,17.39
2020-05-24,28,47.0,,0.47,13.16
2020-05-25,42,47.0,,0.47,19.74
2020-05-26,64,47.0,,0.47,30.08
2020-05-27,51,47.0,,0.47,23.97
2020-05-28,49,47.0,,0.47,23.029999999999998
2020-05-29,47,47.0,,0.47,22.09
2020-05-30,35,47.0,,0.47,16.45
2020-05-31,23,47.0,,0.47,10.809999999999999
2020-06-01,71,31.0,False,0.31,22.01
2020-06-02,86,31.0,,0.31,26.66
2020-06-03,89,31.0,,0.31,27.59
2020-06-04,73,31.0,,0.31,22.63
2020-06-05,98,31.0,,0.31,30.38
2020-06-06,51,31.0,,0.31,15.81
2020-06-07,54,31.0,,0.31,16.74
2020-06-08,100,31.0,,0.31,31.0
2020-06-09,77,31.0,,0.31,23.87
2020-06-10,82,31.0,,0.31,25.419999999999998
2020-06-11,76,31.0,,0.31,23.56
2020-06-12,70,31.0,,0.31,21.7
2020-06-13,43,31.0,,0.31,13.33
2020-06-14,34,31.0,,0.31,10.54
2020-06-15,61,31.0,,0.31,18.91
2020-06-16,70,31.0,,0.31,21.7
2020-06-17,64,31.0,,0.31,19.84
2020-06-18,60,31.0,,0.31,18.6
2020-06-19,61,31.0,,0.31,18.91
2020-06-20,48,31.0,,0.31,14.879999999999999
2020-06-21,38,31.0,,0.31,11.78
2020-06-22,60,31.0,,0.31,18.6
2020-06-23,67,31.0,,0.31,20.77
2020-06-24,58,31.0,,0.31,17.98
2020-06-25,57,31.0,,0.31,17.669999999999998
2020-06-26,54,31.0,,0.31,16.74
2020-06-27,47,31.0,,0.31,14.57
2020-06-28,38,31.0,,0.31,11.78
2020-06-29,59,31.0,,0.31,18.29
2020-06-30,60,31.0,,0.31,18.6
2020-07-01,91,20.0,False,0.2,18.2
2020-07-02,87,20.0,,0.2,17.400000000000002
2020-07-03,70,20.0,,0.2,14.0
2020-07-04,73,20.0,,0.2,14.600000000000001
2020-07-05,58,20.0,,0.2,11.600000000000001
2020-07-06,81,20.0,,0.2,16.2
2020-07-07,80,20.0,,0.2,16.0
2020-07-08,88,20.0,,0.2,17.6
2020-07-09,76,20.0,,0.2,15.200000000000001
2020-07-10,81,20.0,,0.2,16.2
2020-07-11,64,20.0,,0.2,12.8
2020-07-12,65,20.0,,0.2,13.0
2020-07-13,91,20.0,,0.2,18.2
2020-07-14,100,20.0,,0.2,20.0
2020-07-15,88,20.0,,0.2,17.6
2020-07-16,88,20.0,,0.2,17.6
2020-07-17,74,20.0,,0.2,14.8
2020-07-18,64,20.0,,0.2,12.8
2020-07-19,59,20.0,,0.2,11.8
2020-07-20,68,20.0,,0.2,13.600000000000001
2020-07-21,87,20.0,,0.2,17.400000000000002
2020-07-22,81,20.0,,0.2,16.2
2020-07-23,82,20.0,,0.2,16.400000000000002
2020-07-24,73,20.0,,0.2,14.600000000000001
2020-07-25,52,20.0,,0.2,10.4
2020-07-26,55,20.0,,0.2,11.0
2020-07-27,74,20.0,,0.2,14.8
2020-07-28,63,20.0,,0.2,12.600000000000001
2020-07-29,74,20.0,,0.2,14.8
2020-07-30,75,20.0,,0.2,15.0
2020-07-31,67,20.0,,0.2,13.4
2020-08-01,80,17.0,False,0.17,13.600000000000001
2020-08-02,61,17.0,,0.17,10.370000000000001
2020-08-03,88,17.0,,0.17,14.96
2020-08-04,87,17.0,,0.17,14.790000000000001
2020-08-05,100,17.0,,0.17,17.0
2020-08-06,77,17.0,,0.17,13.090000000000002
2020-08-07,78,17.0,,0.17,13.260000000000002
2020-08-08,71,17.0,,0.17,12.07
2020-08-09,67,17.0,,0.17,11.39
2020-08-10,88,17.0,,0.17,14.96
2020-08-11,96,17.0,,0.17,16.32
2020-08-12,81,17.0,,0.17,13.770000000000001
2020-08-13,87,17.0,,0.17,14.790000000000001
2020-08-14,92,17.0,,0.17,15.64
2020-08-15,57,17.0,,0.17,9.690000000000001
2020-08-16,62,17.0,,0.17,10.540000000000001
2020-08-17,97,17.0,,0.17,16.490000000000002
2020-08-18,89,17.0,,0.17,15.13
2020-08-19,83,17.0,,0.17,14.110000000000001
2020-08-20,86,17.0,,0.17,14.620000000000001
2020-08-21,83,17.0,,0.17,14.110000000000001
2020-08-22,72,17.0,,0.17,12.24
2020-08-23,58,17.0,,0.17,9.860000000000001
2020-08-24,88,17.0,,0.17,14.96
2020-08-25,90,17.0,,0.17,15.3
2020-08-26,85,17.0,,0.17,14.450000000000001
2020-08-27,82,17.0,,0.17,13.940000000000001
2020-08-28,75,17.0,,0.17,12.750000000000002
2020-08-29,56,17.0,,0.17,9.520000000000001
2020-08-30,64,17.0,,0.17,10.88
2020-08-31,87,17.0,,0.17,14.790000000000001
2020-09-01,38,22.0,False,0.22,8.36
2020-09-02,32,22.0,,0.22,7.04
2020-09-03,29,22.0,,0.22,6.38
2020-09-04,34,22.0,,0.22,7.48
2020-09-05,53,22.0,,0.22,11.66
2020-09-06,33,22.0,,0.22,7.26
2020-09-07,32,22.0,,0.22,7.04
2020-09-08,44,22.0,,0.22,9.68
2020-09-09,41,22.0,,0.22,9.02
2020-09-10,32,22.0,,0.22,7.04
2020-09-11,37,22.0,,0.22,8.14
2020-09-12,58,22.0,,0.22,12.76
2020-09-13,35,22.0,,0.22,7.7
2020-09-14,36,22.0,,0.22,7.92
2020-09-15,36,22.0,,0.22,7.92
2020-09-16,35,22.0,,0.22,7.7
2020-09-17,34,22.0,,0.22,7.48
2020-09-18,26,22.0,,0.22,5.72
2020-09-19,40,22.0,,0.22,8.8
2020-09-20,28,22.0,,0.22,6.16
2020-09-21,40,22.0,,0.22,8.8
2020-09-22,34,22.0,,0.22,7.48
2020-09-23,36,22.0,,0.22,7.92
2020-09-24,37,22.0,,0.22,8.14
2020-09-25,32,22.0,,0.22,7.04
2020-09-26,81,22.0,,0.22,17.82
2020-09-27,54,22.0,,0.22,11.88
2020-09-28,100,22.0,,0.22,22.0
2020-09-29,44,22.0,,0.22,9.68
2020-09-30,34,22.0,,0.22,7.48
2020-10-01,59,20.0,False,0.2,11.8
2020-10-02,59,20.0,,0.2,11.8
2020-10-03,77,20.0,,0.2,15.4
2020-10-04,57,20.0,,0.2,11.4
2020-10-05,55,20.0,,0.2,11.0
2020-10-06,56,20.0,,0.2,11.200000000000001
2020-10-07,53,20.0,,0.2,10.600000000000001
2020-10-08,56,20.0,,0.2,11.200000000000001
2020-10-09,51,20.0,,0.2,10.200000000000001
2020-10-10,53,20.0,,0.2,10.600000000000001
2020-10-11,44,20.0,,0.2,8.8
2020-10-12,50,20.0,,0.2,10.0
2020-10-13,57,20.0,,0.2,11.4
2020-10-14,56,20.0,,0.2,11.200000000000001
2020-10-15,56,20.0,,0.2,11.200000000000001
2020-10-16,56,20.0,,0.2,11.200000000000001
2020-10-17,53,20.0,,0.2,10.600000000000001
2020-10-18,44,20.0,,0.2,8.8
2020-10-19,43,20.0,,0.2,8.6
2020-10-20,61,20.0,,0.2,12.200000000000001
2020-10-21,57,20.0,,0.2,11.4
2020-10-22,52,20.0,,0.2,10.4
2020-10-23,57,20.0,,0.2,11.4
2020-10-24,59,20.0,,0.2,11.8
2020-10-25,76,20.0,,0.2,15.200000000000001
2020-10-26,100,20.0,,0.2,20.0
2020-10-27,59,20.0,,0.2,11.8
2020-10-28,62,20.0,,0.2,12.4
2020-10-29,57,20.0,,0.2,11.4
2020-10-30,52,20.0,,0.2,10.4
2020-10-31,88,20.0,,0.2,17.6
2020-11-01,62,18.0,False,0.18,11.16
2020-11-02,71,18.0,,0.18,12.78
2020-11-03,71,18.0,,0.18,12.78
2020-11-04,47,18.0,,0.18,8.459999999999999
2020-11-05,58,18.0,,0.18,10.44
2020-11-06,49,18.0,,0.18,8.82
2020-11-07,76,18.0,,0.18,13.68
2020-11-08,63,18.0,,0.18,11.34
2020-11-09,86,18.0,,0.18,15.479999999999999
2020-11-10,84,18.0,,0.18,15.12
2020-11-11,80,18.0,,0.18,14.399999999999999
2020-11-12,64,18.0,,0.18,11.52
2020-11-13,74,18.0,,0.18,13.32
2020-11-14,76,18.0,,0.18,13.68
2020-11-15,49,18.0,,0.18,8.82
2020-11-16,68,18.0,,0.18,12.24
2020-11-17,73,18.0,,0.18,13.139999999999999
2020-11-18,69,18.0,,0.18,12.42
2020-11-19,78,18.0,,0.18,14.04
2020-11-20,85,18.0,,0.18,15.299999999999999
2020-11-21,79,18.0,,0.18,14.219999999999999
2020-11-22,77,18.0,,0.18,13.86
2020-11-23,83,18.0,,0.18,14.94
2020-11-24,100,18.0,,0.18,18.0
2020-11-25,85,18.0,,0.18,15.299999999999999
2020-11-26,70,18.0,,0.18,12.6
2020-11-27,56,18.0,,0.18,10.08
2020-11-28,80,18.0,,0.18,14.399999999999999
2020-11-29,71,18.0,,0.18,12.78
2020-11-30,78,18.0,,0.18,14.04
2020-12-01,81,19.0,False,0.19,15.39
2020-12-02,92,19.0,,0.19,17.48
2020-12-03,94,19.0,,0.19,17.86
2020-12-04,77,19.0,,0.19,14.63
2020-12-05,97,19.0,,0.19,18.43
2020-12-06,76,19.0,,0.19,14.44
2020-12-07,89,19.0,,0.19,16.91
2020-12-08,97,19.0,,0.19,18.43
2020-12-09,95,19.0,,0.19,18.05
2020-12-10,81,19.0,,0.19,15.39
2020-12-11,76,19.0,,0.19,14.44
2020-12-12,72,19.0,,0.19,13.68
2020-12-13,69,19.0,,0.19,13.11
2020-12-14,82,19.0,,0.19,15.58
2020-12-15,66,19.0,,0.19,12.540000000000001
2020-12-16,87,19.0,,0.19,16.53
2020-12-17,85,19.0,,0.19,16.15
2020-12-18,82,19.0,,0.19,15.58
2020-12-19,96,19.0,,0.19,18.240000000000002
2020-12-20,67,19.0,,0.19,12.73
2020-12-21,100,19.0,,0.19,19.0
2020-12-22,73,19.0,,0.19,13.870000000000001
2020-12-23,94,19.0,,0.19,17.86
2020-12-24,63,19.0,,0.19,11.97
2020-12-25,68,19.0,,0.19,12.92
2020-12-26,90,19.0,,0.19,17.1
2020-12-27,73,19.0,,0.19,13.870000000000001
2020-12-28,75,19.0,,0.19,14.25
2020-12-29,67,19.0,,0.19,12.73
2020-12-30,71,19.0,,0.19,13.49
2020-12-31,76,19.0,,0.19,14.44
2021-01-01,48,18.0,False,0.18,8.64
2021-01-02,67,18.0,,0.18,12.059999999999999
2021-01-03,68,18.0,,0.18,12.24
2021-01-04,60,18.0,,0.18,10.799999999999999
2021-01-05,82,18.0,,0.18,14.76
2021-01-06,64,18.0,,0.18,11.52
2021-01-07,64,18.0,,0.18,11.52
2021-01-08,72,18.0,,0.18,12.959999999999999
2021-01-09,100,18.0,,0.18,18.0
2021-01-10,65,18.0,,0.18,11.7
2021-01-11,58,18.0,,0.18,10.44
2021-01-12,66,18.0,,0.18,11.879999999999999
2021-01-13,55,18.0,,0.18,9.9
2021-01-14,61,18.0,,0.18,10.98
2021-01-15,69,18.0,,0.18,12.42
2021-01-16,79,18.0,,0.18,14.219999999999999
2021-01-17,60,18.0,,0.18,10.799999999999999
2021-01-18,61,18.0,,0.18,10.98
2021-01-19,68,18.0,,0.18,12.24
2021-01-20,75,18.0,,0.18,13.5
2021-01-21,72,18.0,,0.18,12.959999999999999
2021-01-22,66,18.0,,0.18,11.879999999999999
2021-01-23,62,18.0,,0.18,11.16
2021-01-24,60,18.0,,0.18,10.799999999999999
2021-01-25,53,18.0,,0.18,9.54
2021-01-26,68,18.0,,0.18,12.24
2021-01-27,75,18.0,,0.18,13.5
2021-01-28,61,18.0,,0.18,10.98
2021-01-29,62,18.0,,0.18,11.16
2021-01-30,67,18.0,,0.18,12.059999999999999
2021-01-31,48,18.0,,0.18,8.64
2021-02-01,97,21.0,False,0.21,20.37
2021-02-02,79,21.0,,0.21,16.59
2021-02-03,80,21.0,,0.21,16.8
2021-02-04,78,21.0,,0.21,16.38
2021-02-05,75,21.0,,0.21,15.75
2021-02-06,78,21.0,,0.21,16.38
2021-02-07,57,21.0,,0.21,11.969999999999999
2021-02-08,60,21.0,,0.21,12.6
2021-02-09,89,21.0,,0.21,18.689999999999998
2021-02-10,77,21.0,,0.21,16.169999999999998
2021-02-11,79,21.0,,0.21,16.59
2021-02-12,63,21.0,,0.21,13.229999999999999
2021-02-13,63,21.0,,0.21,13.229999999999999
2021-02-14,56,21.0,,0.21,11.76
2021-02-15,80,21.0,,0.21,16.8
2021-02-16,89,21.0,,0.21,18.689999999999998
2021-02-17,85,21.0,,0.21,17.849999999999998
2021-02-18,71,21.0,,0.21,14.91
2021-02-19,92,21.0,,0.21,19.32
2021-02-20,81,21.0,,0.21,17.009999999999998
2021-02-21,64,21.0,,0.21,13.44
2021-02-22,100,21.0,,0.21,21.0
2021-02-23,78,21.0,,0.21,16.38
2021-02-24,92,21.0,,0.21,19.32
2021-02-25,84,21.0,,0.21,17.64
2021-02-26,75,21.0,,0.21,15.75
2021-02-27,85,21.0,,0.21,17.849999999999998
2021-02-28,57,21.0,,0.21,11.969999999999999
2021-03-01,74,20.0,False,0.2,14.8
2021-03-02,73,20.0,,0.2,14.600000000000001
2021-03-03,75,20.0,,0.2,15.0
2021-03-04,82,20.0,,0.2,16.400000000000002
2021-03-05,80,20.0,,0.2,16.0
2021-03-06,92,20.0,,0.2,18.400000000000002
2021-03-07,66,20.0,,0.2,13.200000000000001
2021-03-08,100,20.0,,0.2,20.0
2021-03-09,69,20.0,,0.2,13.8
2021-03-10,78,20.0,,0.2,15.600000000000001
2021-03-11,71,20.0,,0.2,14.200000000000001
2021-03-12,65,20.0,,0.2,13.0
2021-03-13,66,20.0,,0.2,13.200000000000001
2021-03-14,45,20.0,,0.2,9.0
2021-03-15,67,20.0,,0.2,13.4
2021-03-16,60,20.0,,0.2,12.0
2021-03-17,74,20.0,,0.2,14.8
2021-03-18,63,20.0,,0.2,12.600000000000001
2021-03-19,76,20.0,,0.2,15.200000000000001
2021-03-20,69,20.0,,0.2,13.8
2021-03-21,62,20.0,,0.2,12.4
2021-03-22,68,20.0,,0.2,13.600000000000001
2021-03-23,71,20.0,,0.2,14.200000000000001
2021-03-24,69,20.0,,0.2,13.8
2021-03-25,75,20.0,,0.2,15.0
2021-03-26,65,20.0,,0.2,13.0
2021-03-27,63,20.0,,0.2,12.600000000000001
2021-03-28,64,20.0,,0.2,12.8
2021-03-29,74,20.0,,0.2,14.8
2021-03-30,63,20.0,,0.2,12.600000000000001
2021-03-31,59,20.0,,0.2,11.8
2021-04-01,67,20.0,False,0.2,13.4
2021-04-02,55,20.0,,0.2,11.0
2021-04-03,62,20.0,,0.2,12.4
2021-04-04,59,20.0,,0.2,11.8
2021-04-05,75,20.0,,0.2,15.0
2021-04-06,58,20.0,,0.2,11.600000000000001
2021-04-07,63,20.0,,0.2,12.600000000000001
2021-04-08,46,20.0,,0.2,9.200000000000001
2021-04-09,61,20.0,,0.2,12.200000000000001
2021-04-10,74,20.0,,0.2,14.8
2021-04-11,63,20.0,,0.2,12.600000000000001
2021-04-12,100,20.0,,0.2,20.0
2021-04-13,71,20.0,,0.2,14.200000000000001
2021-04-14,75,20.0,,0.2,15.0
2021-04-15,78,20.0,,0.2,15.600000000000001
2021-04-16,89,20.0,,0.2,17.8
2021-04-17,93,20.0,,0.2,18.6
2021-04-18,63,20.0,,0.2,12.600000000000001
2021-04-19,70,20.0,,0.2,14.0
2021-04-20,78,20.0,,0.2,15.600000000000001
2021-04-21,62,20.0,,0.2,12.4
2021-04-22,79,20.0,,0.2,15.8
